movie_slug,imdb_id,language,oscar_wins,oscar_nominations
may-december,tt13651794,English,0,2
mccabe-mrs-miller,tt0067411,English,0,1
mcqueen,tt1356289,,0,0
me-myself-irene,tt0183505,English,0,0
mean-girls,tt0377092,English,0,0
mean-streets,tt0070379,English,0,0
medium-cool,tt0064652,English,0,0
meeks-cutoff,tt1518812,English,0,0
meet-joe-black,tt0119643,English,0,0
meet-me-in-st-louis,tt0037059,English,0,4
meet-the-parents,tt0104844,English,0,0
meet-the-robinsons,tt0396555,English,0,0
meeting-with-pol-pot,tt32086004,French,0,0
megamind,tt1001526,English,0,0
melancholia,tt0097861,English,0,0
memento,tt0182313,Macedonian,0,0
memoir-of-a-snail,tt23770030,English,0,1
memoirs-of-a-geisha,tt0397535,Japanese,4,9
memoria-2020,tt0071829,,0,0
memories-of-murder,tt0353969,Korean,0,0
men-in-black,tt0119654,English,2,5
men-of-honor,tt0203019,English,0,0
menace-ii-society,tt0107554,English,0,0
menashe,tt6333086,Yiddish,0,0
menus-plaisirs---les-troisgros,tt28494786,English,0,0
merci-pour-le-chocolat,tt0232083,French,0,0
metropolis-re-release,tt0017136,German,0,0
michael-clayton,tt0465538,English,1,5
microcosmos,tt0117040,French,0,0
midnight-cowboy,tt0064665,English,1,4
midnight-family,tt6010976,Spanish,0,0
midnight-in-paris,tt0035075,French,0,0
midnight-run,tt0095631,English,0,0
mikey-and-nicky,tt0074901,English,0,0
mildred-pierce,tt0037913,English,1,5
milk,tt0147046,,0,0
millennium-actress,tt0291350,Japanese,0,0
millers-crossing,tt0100150,Yiddish,0,0
million-dollar-baby,tt0025504,,0,0
minari,tt10633456,Korean,1,4
mindhunters,tt0297284,English,0,0
minding-the-gap,tt7476236,English,0,2
minority-report,tt0181689,English,0,0
miracle-on-34th-street,tt0039628,English,2,2
mirai,tt30858568,Telugu,0,0
mirror-1975,tt0372427,,0,0
misericordia,tt0154881,,0,0
misery,tt0100157,English,1,1
mishima-a-life-in-four-chapters,tt0089603,Japanese,0,0
miss-congeniality,tt0212346,English,0,0
mission-impossible,tt0117060,English,0,0
mission-impossible---ghost-protocol,tt1229238,English,0,0
mission-impossible-fallout,tt4912910,English,0,0
mission-impossible-iii,tt0317919,Standard Chinese,0,0
mission-to-mars,tt0183523,English,0,0
mississippi-burning,tt0095647,English,1,8
mlkfbi,tt12801356,English,0,0
moana,tt0017162,English,0,0
modern-times-re-release,tt0027977,English,0,0
mona-lisa,tt0091538,English,0,1
moneyball,tt1210166,English,0,10
monrovia-indiana,tt8749146,English,0,0
monsieur-hulots-holiday,tt0046487,French,0,2
monsieur-lazhar,tt2011971,French,0,1
monster,tt0079573,English,0,0
monster-house,tt0385880,English,0,1
monster-in-law,tt0369735,English,0,0
monsters,tt0223754,,0,0
monsters-ball,tt0285742,English,1,3
monsters-inc,tt0198781,English,1,3
monte-carlo,tt0017166,,0,0
monty-python-and-the-holy-grail,tt0071853,English,0,0
monty-pythons-life-of-brian,tt0079470,English,0,0
moolaade,tt0416991,Bambara,0,0
moonage-daydream,tt9883832,English,0,0
moonlight-2016,tt0245294,English,0,0
moonrise-kingdom,tt1748122,English,0,2
moonstruck,tt0093565,English,3,4
morning-glory,tt0024353,English,1,1
mortal-kombat,tt0113855,English,0,0
moulin-rouge!,tt0019186,English,0,0
mountain-2018,tt10521136,,0,0
mountains,tt22170270,Haitian Creole,0,0
mousehunt,tt0119715,English,0,0
mr-bachmann-and-his-class,tt14035048,German,0,0
mr-mrs-smith,tt0033922,English,0,0
mr-poppers-penguins,tt1396218,English,0,0
mr-smith-goes-to-washington,tt0031679,American English,0,9
mr-turner,tt2473794,English,0,5
mrs-doubtfire,tt0107614,English,3,3
much-ado-about-nothing-1993,tt0049512,Russian,0,0
mudbound,tt2396589,English,0,5
mulan,tt0120762,English,0,3
mulholland-dr,tt0166924,English,0,0
munich,tt0408306,Hebrew,0,4
murder-on-the-orient-express-1974,tt0071877,English,1,6
murderball,tt0436613,English,0,2
museo,tt4958448,Spanish,0,0
museum-hours,tt2268732,English,0,0
mustang,tt0070422,,0,0
mutiny-on-the-bounty,tt0026752,English,0,8
my-architect,tt0373175,English,0,1
my-best-friends-wedding,tt0119738,English,0,1
my-blueberry-nights,tt0765120,English,0,0
my-cousin-vinny,tt0104952,English,1,1
my-dinner-with-andre,tt0082783,English,0,0
my-fair-lady,tt0058385,English,8,12
my-fathers-shadow,tt34470779,,0,0
my-golden-days,tt4048050,French,0,0
my-happy-family,tt1158740,,0,0
my-journey-through-french-cinema,tt5652594,French,0,0
my-joy,tt11753418,,0,0
my-left-foot,tt0097937,English,2,4
my-life-as-a-dog,tt0089606,Swedish,0,4
my-life-as-a-zucchini,tt2321405,French,0,2
my-man-godfrey,tt0028010,Russian,0,6
my-name-is-khan,tt1188996,Hindi,0,0
my-neighbor-totoro,tt0096283,Japanese,0,0
my-own-private-idaho,tt0102494,English,0,0
my-perestroika,tt1557720,Russian,0,0
my-sisters-keeper,tt1078588,English,0,0
my-summer-of-love,tt0382189,English,0,0
my-uncle,tt0050706,French,1,1
my-undesirable-friends-part-i---last-air-in-moscow,tt33075192,Russian,0,0
my-voyage-to-italy,tt0173772,English,0,0
my-week-with-marilyn,tt1655420,English,0,2
my-winnipeg,tt1093842,English,0,0
mysteries-of-lisbon,tt20259142,English,0,0
mystery-men,tt0132347,English,0,0
mystery-train,tt0097940,Japanese,0,0
mystic-river,tt0327056,English,2,4
nacho-libre,tt0457510,English,0,0
naked,tt0107653,English,0,0
naked-gun-33-13-the-final-insult,tt0110622,English,0,0
naked-lunch,tt0102511,English,0,0
nanny-mcphee,tt0396752,English,0,0
napoleon-dynamite,tt0374900,English,0,0
nashville,tt0073440,English,0,2
national-gallery,tt3720794,English,0,0
national-lampoons-vacation,tt0085995,English,0,0
national-treasure-book-of-secrets,tt0465234,English,0,0
natural-born-killers,tt0110632,English,0,0
nausicaa-of-the-valley-of-the-wind,tt0087544,Japanese,0,0
navalny,tt17041964,Russian,5,5
nebraska,tt0284342,,0,0
neil-young-heart-of-gold,tt0473692,English,0,0
neon-bull,tt4899406,Portuguese,0,0
neptune-frost,tt11873472,Kirundi,0,0
neruda,tt3571882,,0,0
network,tt0074958,English,4,8
never-back-down,tt1023111,English,0,0
never-rarely-sometimes-always,tt7772582,English,0,0
newtown,tt0295476,,0,0
nick-and-norahs-infinite-playlist,tt0981227,English,0,0
nickel-boys,tt23055660,English,0,2
night-at-the-museum,tt0477347,Hebrew,0,0
night-moves-1975,tt0073453,English,0,0
night-of-the-kings,tt8132778,Dioula,0,0
night-of-the-living-dead,tt0063350,English,0,0
night-will-fall,tt3455822,English,0,0
nine-lives,tt0050762,Norwegian,0,1
nine-queens,tt0247586,Spanish,0,0
nirvanna-the-band-the-show-the-movie,tt35522483,English,0,0
nitram,tt13694628,English,0,0
nixon,tt0113987,English,0,6
no,tt0128370,French,0,0
no-bears,tt20205236,Persian,0,0
no-country-for-old-men,tt0477348,English,3,10
no-end-in-sight,tt0912593,English,0,2
no-home-movie,tt4881016,English,0,0
no-mans-land,tt0009429,English,0,0
no-other-choice,tt1527793,Korean,0,0
no-other-land,tt30953759,Hebrew,1,4
nobody-knows,tt0350521,Korean,0,0
nobodys-fool,tt0012507,English,0,0
nomadland,tt44566869,,0,0
norte-the-end-of-history,tt2852432,Tagalog,0,0
north-by-northwest,tt0053125,English,0,7
nosferatu-the-vampyre,tt0079641,German,0,0
nossa-chape,tt7983678,Portuguese,0,0
nostalgia-for-the-light,tt1556190,English,0,0
not-another-teen-movie,tt0277371,English,0,0
notes-on-a-scandal,tt0465551,English,0,4
notorious-1946,tt0038787,Portuguese,0,2
notting-hill,tt0125439,English,0,0
nowhere-boy,tt1266029,English,0,0
nowhere-special,tt11286640,English,0,0
o-brother-where-art-thou,tt0190590,English,0,3
oasis-knebworth-1996,tt15091500,,0,0
observe-and-report,tt1197628,English,0,0
obsessed,tt0043726,English,0,0
oceans-thirteen,tt0496806,English,0,0
oceans-twelve,tt0349903,English,0,0
october-sky,tt0132477,English,0,0
octopussy,tt0086034,English,0,0
odd-man-out,tt0039677,English,0,1
of-gods-and-men,tt1588337,Arabic,0,0
of-men-and-war,tt3704008,English,0,0
of-mice-and-men,tt0031742,English,0,4
of-time-and-the-city,tt1232790,English,0,0
office,tt38722915,,0,0
office-space,tt0151804,English,0,0
offside,tt0265144,Turkish,0,0
old-joy,tt0468526,English,0,0
old-school,tt0248254,,0,0
oldboy,tt0364569,Korean,0,0
oliver-sacks-his-own-life,tt10887164,English,0,0
oliver-twist-1951,tt0002405,,0,0
on-becoming-a-guinea-fowl,tt32083311,English,0,0
on-her-majestys-secret-service,tt0064757,English,0,0
on-the-beach-at-night-alone,tt6412864,Korean,0,0
on-the-record,tt11394650,,0,0
on-the-ropes,tt0181733,English,0,1
on-the-waterfront,tt0047296,English,6,10
once,tt0071941,,0,0
once-upon-a-time-in-anatolia,tt1827487,Turkish,0,0
once-upon-a-time-in-hollywood,tt7131622,English,2,7
once-upon-a-time-in-the-west,tt0064116,English,0,0
one-battle-after-another,tt30144839,English,4,13
one-child-nation,tt8923482,Mandarin,0,0
one-cut-of-the-dead,tt7914416,Japanese,0,0
one-day-2011,tt0007146,,0,0
one-day-in-september,tt0230591,English,1,0
one-false-move,tt0102592,English,0,0
one-fine-morning,tt0478050,,0,0
one-flew-over-the-cuckoos-nest,tt0073486,English,4,11
one-hour-photo,tt0265459,English,0,0
one-more-time-with-feeling,tt5777628,English,0,0
one-night-in-miami,tt10612922,English,0,2
ong-bak,tt0368909,Thai,0,0
only-angels-have-wings,tt0031762,English,0,3
only-yesterday-1991,tt0024418,English,0,0
open-range,tt0018233,English,0,0
oppenheimer,tt15398776,English,5,10
ordinary-people,tt0081283,English,2,4
osama,tt0368913,Dari,0,0
oslo-august-31st,tt1736633,Norwegian,0,0
our-body,tt26347358,French,0,0
our-daily-bread,tt0025610,English,0,0
our-father-the-devil,tt13892558,,0,0
our-idiot-brother,tt1637706,English,0,0
our-time-will-come,tt35494680,,0,0
out-of-sight,tt0060807,English,0,0
out-of-the-past,tt0018241,,0,0
out-of-time,tt0084456,,0,0
outbreak,tt0114069,English,0,0
outlander,tt0462465,English,0,0
over-the-hedge,tt0327084,English,0,0
paddington-2,tt4468740,English,0,0
pain-and-glory,tt8291806,Spanish,0,1
palm-springs,tt0028079,English,0,0
pans-labyrinth,tt0457430,Spanish,5,8
paprika,tt0023317,German,0,0
paragraph-175,tt0236576,English,0,0
parallel-mothers,tt12618926,Spanish,0,2
paranoid-park,tt0842929,English,0,0
paranormal-activity,tt1179904,English,0,0
paranormal-activity-3,tt1778304,English,0,0
parasite,tt0084472,English,0,0
parenthood,tt0098067,English,0,1
paris-is-burning,tt0100332,English,0,0
paris-je-taime,tt0301703,,0,0
paris-texas,tt0087884,English,0,0
particle-fever,tt1385956,Italian,0,0
passages,tt0357000,,0,0
passing,tt15836418,,0,0
passing-strange,tt1634044,,0,0
past-lives,tt13238346,Korean,0,1
paterson,tt5247022,English,0,0
paths-of-glory,tt0050825,English,0,0
paths-of-the-soul,tt4957446,Tibetan,0,0
patriot-games,tt0105112,English,0,0
patton,tt0066206,English,10,13
paul,tt0309990,,0,0
pay-it-forward,tt0223897,English,0,0
pepe-le-moko-re-release,tt0029453,French,0,0
perfect-blue,tt0156887,Japanese,0,0
perfect-days,tt27503384,Japanese,0,1
persepolis,tt0808417,French,0,2
persona,tt0060827,Swedish,0,0
pervert-park,tt4074304,English,0,0
peter-and-the-farm,tt5535814,,0,0
peter-hujars-day,tt34250044,English,0,0
petite-maman,tt13204490,French,0,0
phantasm,tt0079714,English,0,0
phantom-thread,tt5776858,English,1,4
phenomenon,tt0117333,English,0,0
phoenix,tt0039406,Japanese,0,0
phone-booth,tt0183649,English,0,0
pi,tt0138704,English,0,0
picnic-at-hanging-rock,tt0073540,English,0,0
pictures-of-ghosts,tt27502227,Portuguese,0,0
pig-2021,tt0175038,,0,0
pillion,tt32321317,English,0,0
pina,tt1440266,Korean,0,1
pineapple-express,tt0910936,English,0,0
pink-floyd-the-wall,tt0084503,English,0,0
pinocchio-1940,tt0032910,English,5,2
pirate-radio,tt1131729,English,0,0
pirates-of-the-caribbean-at-worlds-end,tt0449088,English,0,6
pirates-of-the-caribbean-dead-mans-chest,tt0383574,English,4,9
pirates-of-the-caribbean-on-stranger-tides,tt1298650,English,0,0
pirates-of-the-caribbean-the-curse-of-the-black-pearl,tt0325980,English,0,11
pitch-black,tt0134847,English,0,0
planes-trains-automobiles,tt0093748,English,0,0
planet-of-the-apes-1968,tt0063442,English,1,2
platoon,tt0091763,English,5,9
play,tt0378576,,0,0
playground,tt11087960,French,0,0
playtime,tt0062136,French,0,0
pleasantville,tt0120789,English,0,4
pocahontas,tt0114148,English,2,2
poetry,tt1287878,Korean,0,0
point-blank-1967,tt0062138,English,0,0
point-break-1991,tt0102685,English,0,0
pokemon-heroes,tt0347791,Japanese,0,0
pokemon-the-movie-2000,tt0210234,Japanese,0,0
pokmon-the-first-movie---mewtwo-strikes-back!,tt0190641,Japanese,0,0
police-academy,tt0087928,English,0,0
police-adjective,tt1337051,Romanian,0,0
poltergeist-1982,tt0084516,English,0,4
pom-poko,tt0110008,Japanese,0,0
pompei-below-the-clouds,tt36874833,Italian,0,0
ponyo,tt0876563,Japanese,0,0
poor-things,tt14230458,English,7,6
porco-rosso,tt0104652,Japanese,0,0
portrait-of-a-lady-on-fire,tt8613070,French,0,0
possession-1983,tt0082933,English,0,0
postal,tt0486640,English,0,0
practical-magic,tt0120791,English,0,0
prayers-for-the-stolen,tt10366574,Spanish,0,0
predator,tt0093773,Russian,0,4
predator-2,tt0100403,English,0,0
predators,tt0332326,,0,0
predators-2025,tt0332326,,0,0
premature-2020,tt1864459,,0,0
preparation-for-the-next-life,tt31727191,English,0,0
pretty-woman,tt0100405,English,0,1
pride-and-prejudice-1940,tt0032943,English,2,2
pride-prejudice,tt0414387,English,0,5
primal-fear,tt0117381,English,0,1
primer,tt0390384,English,0,0
prince-of-persia-the-sands-of-time,tt0473075,English,0,0
prince-of-the-city,tt0082945,English,0,2
princess-mononoke,tt0119698,Japanese,0,0
private-life,tt0083732,Russian,0,1
prizzis-honor,tt0089841,English,1,7
procession,tt0332731,,0,0
project-nim,tt1814836,English,0,0
psycho-1960,tt0054215,English,0,5
public-enemies,tt0034073,English,0,0
pulp-fiction,tt0110912,English,2,6
pulse-2005,tt0095924,English,0,0
punch-drunk-love,tt0272338,English,0,0
pusher,tt0117407,Danish,0,0
puss-in-boots,tt0064714,Japanese,0,0
put-your-soul-on-your-hand-and-walk,tt36598711,English,0,0
quantum-of-solace,tt0830515,English,0,0
quest-2017,tt0206550,Greek,0,0
quiz-show,tt0110932,English,0,2
quo-vadis-aida,tt8633462,Bosnian,0,1
rabbit-hole,tt0935075,English,0,1
rachel-getting-married,tt1084950,English,0,1
raging-bull,tt0081398,English,2,9
raiders-of-the-lost-ark,tt0082971,English,12,14
rain-man,tt0095953,English,3,8
raise-the-red-lantern,tt0101640,Mandarin,0,1
raising-victor-vargas,tt0316188,English,0,0
rambo-first-blood-part-ii,tt0089880,Vietnamese,0,0
ramona-and-beezus,tt0493949,English,0,0
rams,tt3296658,Icelandic,0,0
ran,tt0089881,Japanese,1,6
rango,tt0173105,English,0,0
rashomon,tt0042876,Japanese,1,2
rat-film,tt5840448,English,0,0
ratatouille,tt0382932,English,1,8
raw,tt4718258,,0,0
ray,tt0214049,,0,0
ray-liz,tt6601502,English,0,0
re-animator,tt0089885,English,0,0
read-my-lips,tt0146176,,0,0
real-steel,tt0433035,English,0,4
reality-2023,tt0310048,,0,0
rear-window,tt0047396,English,0,3
rebecca-1940,tt0032976,English,1,11
rebel-without-a-cause,tt0048545,English,0,2
rebels-of-the-neon-god,tt0103935,Taiwanese Hokkien,0,0
rec,tt1038988,Spanish,0,0
rec-2,tt5262056,,0,0
red-army,tt3264102,Russian,0,0
red-beard,tt0058888,Japanese,0,0
red-dragon,tt0251518,,0,0
red-heat,tt0089892,English,0,0
red-planet,tt0199753,English,0,0
red-river,tt0040724,English,0,1
reign-over-me,tt0490204,English,0,0
relaxer,tt7952920,English,0,0
religulous,tt0815241,English,0,0
remake,tt0200002,,0,0
remember-me,tt0120006,English,0,0
remember-the-titans,tt0210945,English,0,0
renaissance-a-film-by-beyonce,tt29354040,English,0,0
repo-man,tt0087995,English,0,0
repo-men,tt1053424,English,0,0
repo!-the-genetic-opera,tt0963194,English,0,0
repulsion-re-release,tt0059646,English,0,0
requiem,tt0077913,Persian,0,0
requiem-for-a-dream,tt0180093,English,0,1
rescue-dawn,tt0462504,English,0,0
reservoir-dogs,tt0105236,English,0,0
resident-evil,tt0120804,English,0,0
resident-evil-apocalypse,tt0318627,English,0,0
resident-evil-extinction,tt0432021,English,0,0
residue-2020,tt11568878,Spanish,0,0
restless-creature-wendy-whelan,tt3551540,English,0,0
restrepo,tt1559549,English,0,1
resurrection-2025,tt0009541,English,0,0
return-to-seoul,tt19719836,Korean,0,0
revanche,tt0195214,,0,0
revenge,tt0009544,,0,0
reversal-of-fortune,tt0100486,English,1,2
revolutionary-road,tt0959337,English,0,4
revolver,tt0073626,Italian,0,0
rewind,tt0152185,English,0,0
richard-iii,tt0002461,,0,0
richard-iii-1956,tt0002461,,0,0
ride-the-high-country,tt0056412,English,0,0
riders-of-justice,tt11655202,Danish,0,0
riefenstahl,tt32249940,German,0,0
rififi-re-release,tt0048021,French,0,0
right-now-wrong-then,tt4768776,Korean,0,0
rimini,tt1351768,,0,0
rio-bravo,tt0053221,English,0,0
riotsville-usa,tt11398388,English,0,0
rise-of-the-planet-of-the-apes,tt1318514,English,0,4
risky-business,tt0011631,,0,0
rmn,tt18550182,Hungarian,0,0
road-house,tt0019331,English,0,0
robin-hood,tt0003337,,0,0
robin-hood-1973,tt0003337,,0,0
robin-hood-men-in-tights,tt0107977,English,0,0
robin-hood-prince-of-thieves,tt0102798,English,0,0
robocop,tt0093870,English,0,5
robocop-2,tt0100502,English,0,0
robot-dreams,tt13429870,,0,4
robots,tt0358082,English,0,0
rocco-and-his-brothers,tt0054248,Italian,0,0
rocknrolla,tt1032755,English,0,0
rocks,tt9067182,English,0,0
rocky-balboa,tt0479143,English,0,0
rocky-ii,tt0079817,English,0,0
rocky-iii,tt0084602,English,0,0
rocky-iv,tt0089927,English,0,0
role-models,tt0430922,English,0,0
roll-red-roll,tt8092888,English,0,0
rolling-thunder-revue-a-bob-dylan-story-by-martin-scorsese,tt9577852,English,0,0
roma,tt0069191,English,0,0
roman-holiday,tt0046250,English,2,10
romancing-the-stone,tt0088011,English,0,2
romeo-and-juliet,tt0048561,Russian,0,0
romeo-must-die,tt0165929,English,0,0
ronin,tt0122690,English,0,0
room-2015,tt0417096,English,0,0
rope,tt0040746,English,0,0
rose-of-nevada,tt35674521,English,0,0
rose-plays-julie,tt8917170,English,0,0
rosemarys-baby,tt0063522,English,1,2
rosie,tt0063523,English,0,0
rounders,tt0128442,English,0,0
rrr,tt8178634,Telugu,0,0
rumble-in-the-bronx,tt0113326,Chinese,0,0
run-lola-run,tt0130827,German,0,0
rush-hour,tt0120812,English,0,0
rush-hour-3,tt0293564,English,0,0
rushmore,tt0128445,English,0,0
russian-ark,tt0318034,Russian,0,0
rye-lane,tt15893750,English,0,0
ryuichi-sakamoto-opus,tt28490873,Japanese,0,0
sabotage-1937,tt0028212,English,0,0
sabrina,tt0047437,English,1,10
safe-conduct,tt0269461,French,0,0
sahara,tt0010654,,0,0
saint-frances,tt9016016,English,0,0
saint-maud,tt7557108,English,0,0
saint-omer,tt15376894,French,0,0
salt,tt0286035,,0,0
samurai-rebellion,tt0061847,Japanese,0,0
sanjuro,tt0056443,Japanese,0,0
sankofa,tt0108041,English,0,0
sansho-the-bailiff,tt0047445,Japanese,0,0
saraband,tt0040758,English,0,3
sator,tt10556320,English,0,0
saturday-night-fever,tt0076666,English,0,1
saving-private-ryan,tt0120815,English,6,14
saw,tt0387564,English,0,0
saw-ii,tt0432348,English,0,0
saw-iii,tt0489270,English,0,0
saw-vi,tt1233227,English,0,0
say-anything,tt0098258,English,0,0
scanners,tt0081455,English,0,0
scarface,tt0023427,English,0,0
scarface-1932,tt0023427,English,0,0
scary-movie,tt0138078,English,0,0
scary-movie-3,tt0306047,English,0,0
scent-of-a-woman,tt0072037,Italian,0,3
schindlers-list,tt0108052,English,6,16
school-of-rock,tt0332379,English,0,0
scott-pilgrim-vs-the-world,tt0446029,English,0,0
scream,tt0086262,English,0,0
scream-2,tt0120082,English,0,0
scream-3,tt0134084,English,0,0
scream-4,tt1262416,English,0,0
scrooged,tt0096061,English,0,2
seabiscuit,tt0329575,English,0,9
searching-for-bobby-fischer,tt0108065,English,0,1
secret-mall-apartment,tt21221386,English,0,0
secretariat,tt1028576,English,0,0
secretary,tt0214104,Hindi,0,0
secrets-lies,tt0117589,English,0,3
seeds-2025,tt0235751,,0,0
selena,tt0120094,English,0,0
senna,tt10377250,,0,0
sense-and-sensibility,tt0114388,English,1,7
sentimental-value,tt27714581,Norwegian,1,8
seraphine,tt1048171,German,0,0
serenity,tt0379786,Standard Chinese,0,0
serpico,tt0070666,English,0,3
seven-pounds,tt0814314,English,0,0
seven-samurai-1954,tt0047478,Japanese,0,2
seven-years-in-tibet,tt0120102,English,0,0
sex-drive,tt0190762,,0,0
sex-lies-and-videotape,tt0098724,English,0,1
sexy-beast,tt0203119,English,0,1
seymour-an-introduction,tt2219650,English,0,0
shadow,tt0322405,Korean,0,0
shadow-of-a-doubt,tt0036342,English,0,0
shadows-1969,tt0010686,,0,0
shakespeare-in-love,tt0138097,English,7,15
shallow-grave,tt0111149,English,0,0
shallow-hal,tt0256380,English,0,0
shame,tt0012672,,0,0
shane,tt0046303,English,1,4
shanghai-express,tt0023458,Yue Chinese,1,1
shanghai-noon,tt0184894,English,0,0
shaolin-soccer,tt0286112,Cantonese,0,0
shaun-of-the-dead,tt0365748,English,0,0
shaun-the-sheep-movie,tt2872750,,0,2
she-dies-tomorrow,tt11614912,English,0,0
she-wore-a-yellow-ribbon,tt0041866,English,1,1
sherlock-holmes,tt0007338,,0,0
sherpa,tt3746250,English,0,0
shes-beautiful-when-shes-angry,tt3319508,English,0,0
shes-the-man,tt0454945,English,0,0
shin-ultraman,tt10737918,Japanese,0,0
shine,tt0117631,English,1,6
shirkers,tt7472352,English,0,0
shoot-em-up,tt0465602,English,0,0
shooter,tt0822854,English,0,0
shoplifters,tt8075192,Japanese,0,0
short-cuts,tt0108122,English,0,0
short-term-12,tt2370248,English,0,0
show-boat,tt0020402,English,0,0
showing-up,tt1244661,,0,0
shrek,tt0126029,English,1,5
shrek-2,tt0298148,English,0,1
shrek-forever-after,tt0892791,English,0,0
shutter-island,tt1130884,English,0,0
sicario,tt0111181,Spanish,0,0
sicko,tt0386032,English,0,2
side-by-side,tt0075217,English,0,0
sideways,tt0375063,English,2,4
sieranevada,tt4466490,Romanian,0,0
silent-friend,tt27811632,Cantonese,0,0
silver-linings-playbook,tt1045658,English,1,7
sin-city,tt0183789,,0,0
sinbad-legend-of-the-seven-seas,tt0165982,Yue Chinese,0,0
sing-sing,tt0086314,Italian,0,0
singin-in-the-rain,tt0045152,English,0,2
sinners,tt0011698,English,0,0
sirat,tt32298285,Arabic,0,4
sister,tt11041136,Bulgarian,0,0
sita-sings-the-blues,tt1172203,English,0,0
six-days-seven-nights,tt0120828,English,0,0
sixteen-candles,tt0088128,English,0,0
skin-deep-2022,tt0013606,,0,0
sky-high,tt0013607,English,0,0
skyfall,tt1074638,English,0,5
sleepaway-camp,tt0086320,English,0,0
sleepers,tt0117665,English,0,1
sleeping-beauty-1959,tt0034501,Italian,0,0
sleepless-in-seattle,tt0108160,English,0,3
sleepy-hollow,tt0162661,English,2,4
sling-blade,tt0117666,English,1,2
slither,tt0069282,English,0,0
slumdog-millionaire,tt1010048,English,7,7
small-things-like-these,tt27196021,English,0,0
smoke-sauna-sisterhood,tt23640230,Võro,0,0
snatch,tt0126559,Italian,0,0
snow-white-and-the-seven-dwarfs,tt0029583,English,1,3
snowpiercer,tt1706620,Korean,0,0
socrates,tt4515364,,0,0
soft-quiet,tt14557188,English,0,0
solaris,tt0069293,Russian,0,0
solaris-1972,tt0069293,Russian,0,0
some-like-it-hot,tt0031950,English,0,0
somethings-gotta-give,tt0337741,English,0,1
somewhere,tt0365776,,0,0
son-of-saul,tt3808342,Yiddish,1,1
song-of-the-sea,tt0184327,Portuguese,0,0
sophies-choice,tt0084707,English,1,5
sorry-baby,tt0276329,Mandarin,0,0
sorry-we-missed-you,tt13622768,,0,0
soul,tt0091378,,0,0
soul-surfer,tt1596346,English,0,0
souleymanes-story,tt32086046,Fula,0,0
sound-and-fury,tt0094959,French,0,0
sound-of-falling,tt28690468,Low German,0,0
sound-of-metal,tt5363618,American Sign Language,6,11
soundtrack-to-a-coup-detat,tt14452174,,0,3
source-code,tt0945513,English,0,0
south-park-bigger-longer-uncut,tt0158983,English,0,0
space-jam,tt0117705,English,0,0
spaceballs,tt0094012,English,0,0
spartacus,tt0054331,English,8,12
species,tt0114508,English,0,0
speed,tt0013630,,0,0
speed-racer,tt0811080,English,0,0
sphere,tt0120184,English,0,0
spider,tt0193660,Latvian,0,0
spider-man,tt0145487,English,0,6
spider-man-2,tt0316654,English,3,7
spider-man-3,tt0413300,English,0,0
spider-man-across-the-spider-verse,tt9362722,English,0,5
spider-man-into-the-spider-verse,tt4633694,English,5,1
spirit-stallion-of-the-cimarron,tt0166813,English,0,1
spirited-away,tt0245429,Japanese,1,1
spotlight,tt1895587,English,2,5
spring-summer-fall-winter-and-spring,tt0374546,Korean,0,0
spy-game,tt0266987,Arabic,0,0
spy-kids,tt0227538,English,0,0
spy-kids-2-island-of-lost-dreams,tt0287717,English,0,0
stagecoach,tt0031971,English,5,9
stake-land,tt1464580,English,0,0
stalag-17,tt0046359,English,1,2
stalker,tt0079944,Russian,0,0
stand-clear-of-the-closing-doors,tt2405372,English,0,0
star-trek,tt0796366,English,3,10
star-trek-first-contact,tt0117731,English,0,3
star-trek-generations,tt0111280,English,0,0
star-trek-ii-the-wrath-of-khan,tt0084726,English,0,0
star-trek-vi-the-undiscovered-country,tt0102975,English,0,3
star-wars-episode-i---the-phantom-menace,tt0120915,English,0,8
star-wars-episode-ii---attack-of-the-clones,tt0121765,English,0,4
star-wars-episode-iv---a-new-hope,tt0076759,English,18,19
star-wars-episode-v---the-empire-strikes-back,tt0080684,English,6,10
star-wars-episode-vi---return-of-the-jedi,tt0086190,English,2,9
star-wars-episode-vii---the-force-awakens,tt2488496,English,0,10
star-wars-episode-viii---the-last-jedi,tt2527336,English,0,8
stargate,tt0111282,English,0,0
starred-up,tt2567712,English,0,0
starship-troopers,tt0120201,English,0,4
state-of-play,tt0473705,English,0,0
stay,tt0371257,English,0,0
step,tt0076761,Russian,0,0
step-brothers,tt0838283,English,0,0
step-up-2-the-streets,tt1023481,English,0,0
steve-jobs,tt2080374,English,0,2
still-life,tt0072248,Persian,0,0
still-walking,tt1087578,Japanese,0,0
stonewalling,tt14071684,Putonghua,0,0
stop-making-sense,tt0088178,English,0,0
stories-we-tell,tt2366450,English,0,0
stranger-by-the-lake,tt2852458,French,0,0
stranger-than-paradise,tt0088184,English,0,0
strangers-on-a-train,tt0044079,English,0,1
stray-2021,tt11344292,,0,0
stray-dogs,tt0267000,,0,0
street-fight,tt0457496,English,0,1
street-gang-how-we-got-to-sesame-street,tt5618690,English,0,0
street-kings,tt0421073,English,0,0
strong-island,tt5873150,English,0,2
stuart-little,tt0164912,English,0,3
stuart-little-2,tt0243585,English,0,0
sucker-punch,tt0314734,,0,0
sugar,tt0374252,English,0,0
