movie_slug,imdb_id,language,oscar_wins,oscar_nominations
eighth-grade,tt7014006,English,0,0
el-dorado,tt0057025,Hebrew,0,0
el-mariachi,tt0104815,Spanish,0,0
elaine-stritch-shoot-me,tt2405792,English,0,0
election-1999,tt0126886,English,0,2
elena,tt0046950,,0,0
elena-2014,tt0046950,,0,0
elephant,tt0363589,English,0,0
elevator-to-the-gallows,tt0051378,French,0,0
elizabeth,tt0127536,English,1,7
elizabeth-the-golden-age,tt0414055,English,1,2
ella-enchanted,tt0327679,English,0,0
elle,tt0116185,,0,0
embrace-of-the-serpent,tt4285496,Spanish,0,1
empire-of-the-sun,tt0092965,English,0,10
enchanted,tt0175592,,0,0
encounters-at-the-end-of-the-world,tt1093824,English,0,1
end-of-days,tt0146675,English,0,0
end-of-the-century-2019,tt0368711,English,0,0
enemy-at-the-gates,tt0215750,English,0,0
enough,tt0278435,English,0,0
enron-the-smartest-guys-in-the-room,tt1016268,English,0,1
enter-the-dragon,tt0070034,English,0,0
enter-the-void,tt1191111,English,0,0
entrapment,tt0137494,English,0,0
eo,tt19652910,Polish,0,1
epic-elvis-presley-in-concert,tt35003538,English,0,0
equilibrium,tt0238380,English,0,0
eraser,tt0116213,English,0,0
eraserhead,tt0074486,English,0,0
ernest-celestine,tt1816518,French,0,2
ernest-cole-lost-and-found,tt27760132,English,0,0
escape-from-new-york,tt0082340,English,0,0
escape-from-the-planet-of-the-apes,tt0067065,English,0,0
et-the-extra-terrestrial,tt0083866,English,8,11
eternal-sunshine-of-the-spotless-mind,tt0338013,English,3,4
eurotrip,tt0356150,English,0,0
evangelion-20-you-can-not-advance,tt0860906,Japanese,0,0
evangelion-30+10-thrice-upon-a-time,tt2458948,Japanese,0,0
event-horizon,tt0119081,English,0,0
everlasting-moments,tt0961066,Swedish,0,0
everybody-wants-some!!,tt2937696,English,0,0
everything-everywhere-all-at-once,tt6710474,Cantonese,7,12
everything-must-go,tt0131278,Dutch,0,0
evil-dead-ii,tt0092991,English,0,0
evil-does-not-exist,tt28490044,Japanese,0,0
evita,tt0116250,English,0,7
exhibiting-forgiveness,tt28523838,English,0,0
existenz,tt0120907,English,0,0
exit-through-the-gift-shop,tt1587707,English,0,1
experimenter,tt3726704,English,0,0
extract,tt1225822,English,0,0
eyes-wide-shut,tt0120663,English,0,0
f-for-fake,tt0072962,Spanish,0,0
faceoff,tt0068564,English,0,0
faces,tt0025096,English,0,0
faces-places,tt5598102,French,0,3
fahrenheit-911,tt0361596,English,0,0
fair-game-2010,tt0089122,English,0,0
fallen-angels,tt0112913,Mandarin,0,0
fallen-leaves,tt0357944,,0,0
falling-down,tt0106856,English,0,0
familiar-touch,tt32928666,English,0,0
fanboys,tt0489049,English,0,0
fanny-and-alexander-re-release,tt0083922,Swedish,5,5
fantasia,tt0032455,English,1,0
fantasia-2000,tt0120910,English,0,0
fantastic-mr-fox,tt0432283,English,0,2
far-from-heaven,tt0297884,English,0,4
farewell-my-concubine,tt0106332,Putonghua,0,2
fargo,tt0044603,English,0,0
fast-five,tt1596343,English,0,0
fast-times-at-ridgemont-high,tt0083929,English,0,0
faster-2010,tt0368721,English,0,0
fateless,tt0367082,Hungarian,0,0
faya-dayi,tt13648216,,0,0
fear-and-loathing-in-las-vegas,tt0120669,English,0,0
festival-express,tt0372279,English,0,0
fiddler-a-miracle-of-miracles,tt10003978,,0,0
field-of-dreams,tt0097351,English,0,2
fight-club,tt0137523,English,0,0
fighter,tt0263338,,0,0
final-destination-2,tt0309593,English,0,0
finding-nemo,tt0266543,English,1,5
finding-neverland,tt0308644,English,1,7
fire-at-sea,tt3652526,English,0,1
fire-of-love,tt16227014,English,0,3
fireworks-1998,tt0030163,,0,0
fireworks-wednesday-2006,tt0845439,Persian,0,0
first-blood,tt0083944,English,0,0
first-cow,tt9231040,English,0,0
first-man,tt0465458,,0,0
first-reformed,tt6053438,English,0,1
fish-tank,tt1232776,English,0,0
fiume-o-morte,tt34383611,Fiuman dialect,0,0
five-easy-pieces,tt0065724,English,0,4
flags-of-our-fathers,tt0418689,English,0,4
flash-gordon,tt0027623,English,0,0
flashdance,tt0085549,English,0,3
flatliners,tt0099582,English,0,0
flee,tt7972618,,0,0
flight-of-the-red-balloon,tt0826711,French,0,0
flightplan,tt0408790,English,0,0
flipped,tt0817177,English,0,0
flirting-with-disaster,tt0116324,English,0,0
flow,tt0210685,,0,0
flushed-away,tt0424095,English,0,0
food-inc,tt1286537,English,0,2
footlight-parade,tt0024028,English,0,0
footnote,tt1445520,Hebrew,0,1
for-a-few-dollars-more,tt0059578,Italian,0,0
for-sama,tt9617456,Arabic,0,2
for-your-eyes-only,tt0082398,English,0,0
forbidden-lie,tt0790808,English,0,0
forbidden-planet,tt0049223,English,0,3
force-majeure,tt0097376,French,0,0
force-of-evil,tt0040366,English,0,0
ford-v-ferrari,tt1950186,English,2,2
foreign-correspondent,tt0032484,English,0,7
forgetting-sarah-marshall,tt0800039,English,0,0
forrest-gump,tt0109830,English,7,19
four-daughters,tt0030149,English,0,4
four-weddings-and-a-funeral,tt0109831,English,0,1
foxcatcher,tt1100089,English,0,6
foxtrot,tt0073014,English,0,0
frailty,tt0264616,English,0,0
frankenstein,tt0021884,English,0,0
freaky-friday,tt0076054,English,0,0
freddy-vs-jason,tt0329101,English,0,0
free-solo,tt7775622,English,4,1
free-willy,tt0106965,English,0,0
freedom-writers,tt0463998,English,0,0
frenzy,tt0031342,Italian,0,0
frequency,tt0186151,English,0,0
fresh,tt0109842,English,0,0
frida,tt0087297,Spanish,0,0
friday,tt0083307,Dutch,0,0
friday-night-lights,tt0390022,English,0,0
friday-the-13th-1980,tt0006703,,0,0
friday-the-13th-part-iii,tt0083972,English,0,0
friday-the-13th-part-vi-jason-lives,tt0091080,English,0,0
friday-the-13th-part-viii-jason-takes-manhattan,tt0097388,English,0,0
friday-the-13th-the-final-chapter,tt0087298,English,0,0
fright-night,tt0089175,English,0,0
fright-night-1985,tt0089175,English,0,0
from-dusk-till-dawn,tt0116367,Spanish,0,0
from-ground-zero,tt32606918,Arabic,0,0
from-hell,tt0120681,English,0,0
from-here-to-eternity-re-release,tt0045793,English,6,12
from-russia-with-love,tt0057076,English,0,0
frozen-river,tt0019908,English,0,0
fruitvale-station,tt2334649,English,0,0
full-metal-jacket,tt0093058,English,0,3
full-time,tt13269580,French,0,0
fun-with-dick-and-jane,tt0076059,English,0,0
funny-games,tt0119167,German,0,0
funny-girl,tt0062994,English,1,8
galaxy-quest,tt0177789,English,0,0
gandhi,tt0083987,English,10,17
gangs-of-new-york,tt0030169,English,0,0
gangs-of-wasseypur,tt1954470,Hindi,0,0
garden-state,tt0333766,English,0,0
gattaca,tt0119177,English,0,2
gavagai,tt37814589,,0,0
george-of-the-jungle,tt0119190,English,0,0
george-washington,tt0262432,English,0,0
georgia,tt0095208,English,0,0
get-him-to-the-greek,tt1226229,English,0,0
get-on-the-bus,tt0116404,English,0,0
get-out,tt5052448,English,1,2
get-shorty,tt0113161,English,0,0
get-smart,tt0425061,English,0,0
ghost,tt0099653,English,2,4
ghost-dog-the-way-of-the-samurai,tt0165798,English,0,0
ghost-in-the-shell,tt0113568,Japanese,0,0
ghost-in-the-shell-2-innocence,tt0347246,Cantonese,0,0
ghost-world,tt0162346,English,0,2
ghostbusters,tt0087332,English,0,4
ghostbusters-ii,tt0097428,English,0,0
ghostlight-2024,tt0239004,,0,0
giant-1956,tt0049261,Spanish,0,12
gideons-army,tt2179053,,0,0
gigi,tt0041414,French,0,0
gilles-wife,tt0382691,French,0,0
gimme-shelter-1970,tt0065780,English,0,0
gimme-the-loot,tt2139919,English,0,0
girl-interrupted,tt0172493,English,1,1
girl-with-a-pearl-earring,tt0335119,English,0,4
girlhood-2014,tt0368745,,0,0
give-me-liberty,tt4169146,Russian,0,0
gladiator,tt0104346,English,0,0
gleason,tt4632316,English,0,0
glee-the-3d-concert-movie,tt1922612,English,0,0
glengarry-glen-ross,tt0104348,English,0,1
gloria-2013,tt0018943,,0,0
glory,tt0008015,,0,0
glory-2017,tt0008015,,0,0
go,tt0139239,English,0,0
godland,tt19623228,Danish,0,0
gods-own-country,tt3720636,Malayalam,0,0
godzilla,tt0047034,Brazilian Portuguese,0,0
godzilla-minus-one,tt23289160,Japanese,4,0
goldeneye,tt0113189,English,0,0
goldfinger,tt0058150,English,0,0
gomorrah,tt0929425,Neapolitan language,0,0
gone-baby-gone,tt0452623,English,0,1
gone-with-the-wind,tt0031381,English,12,15
good-morning,tt0053134,Japanese,0,0
good-morning-vietnam,tt0093105,English,0,1
good-night-and-good-luck,tt0433383,English,0,6
good-one,tt30319516,English,0,0
good-time,tt4846232,English,0,0
good-will-hunting,tt0119217,English,3,7
goodbye-dragon-inn,tt0377556,Mandarin,0,0
goodbye-solo,tt1095442,English,0,0
goodfellas,tt0099685,English,1,5
goodnight-mommy,tt3086442,German,0,0
gosford-park,tt0280707,English,1,5
graduation,tt0475286,English,0,0
grand-theft-hamlet,tt28244549,English,0,0
grand-tour,tt27180099,English,0,0
grandmas-boy,tt0013201,English,0,0
grave-encounters,tt1703199,English,0,0
grave-of-the-fireflies-1988,tt0095327,Japanese,0,0
gravity,tt0412791,,0,0
grease,tt0077631,English,0,1
great-absence,tt28568332,Japanese,0,0
great-expectations-1947,tt0008029,English,0,0
great-freedom,tt14775784,German,0,0
green-border,tt27722543,Arabic,0,0
green-street-hooligans,tt0385002,English,0,0
gregory-crewdson-brief-encounters,tt2281267,English,0,0
gremlins,tt0087363,English,0,0
grey-gardens,tt0073076,English,0,0
grizzly-man,tt0427312,English,0,0
groundhog-day,tt0107048,English,0,0
gummo,tt0119237,English,0,0
gunda,tt0230264,,0,0
guy-and-madeline-on-a-park-bench,tt1337193,English,0,0
hadestown-the-musical,tt36307021,English,0,0
hadewijch,tt1257562,French,0,0
hairspray,tt0095270,English,0,0
hale-county-this-morning-this-evening,tt6634646,English,0,3
half-baked,tt0120693,English,0,0
half-nelson,tt0468489,English,0,1
halloween-1978,tt0077651,English,0,0
halloween-4-the-return-of-michael-myers,tt0095271,English,0,0
halloween-h20-20-years-later,tt0120694,English,0,0
halloween-ii,tt0082495,English,0,0
halloween-iii-season-of-the-witch,tt0085636,English,0,0
hamilton-2020,tt0119249,Arabic,0,0
hamlet-1969,tt0000630,,0,0
hamnet,tt14905854,English,1,8
hancock,tt0448157,American English,0,0
hanna,tt0993842,English,0,0
hannah-and-her-sisters,tt0091167,English,3,6
hannah-montana-the-movie,tt1114677,English,0,0
hannibal,tt0053891,Italian,0,0
happening,tt0139312,,0,0
happiness,tt0008044,,0,0
happy-as-lazzaro,tt6752992,Italian,0,0
happy-feet,tt0366548,English,1,1
happy-go-lucky,tt0027718,English,0,0
happy-together,tt0097478,English,0,0
harakiri,tt0010208,German,0,0
hard-boiled,tt0010209,English,0,0
hard-candy,tt0139318,,0,0
hard-eight,tt0119256,English,0,0
hard-to-be-a-god,tt0097292,Russian,0,0
hard-truths-2024,tt11891850,English,0,0
harmonium,tt1458916,,0,0
harold-kumar-escape-from-guantanamo-bay,tt0481536,English,0,0
harold-kumar-go-to-white-castle,tt0366551,English,0,0
harry-brown,tt1289406,English,0,0
harry-potter-and-the-deathly-hallows-part-2,tt1201607,English,0,9
harry-potter-and-the-goblet-of-fire,tt0330373,English,0,2
harry-potter-and-the-order-of-the-phoenix,tt0373889,English,0,0
harry-potter-and-the-prisoner-of-azkaban,tt0304141,English,0,5
harry-potter-and-the-sorcerers-stone,tt0241527,English,0,4
hatchet,tt0422401,English,0,0
heal-the-living,tt5096536,French,0,0
heart-of-a-dog,tt4168858,,0,0
hearts-of-darkness-a-filmmakers-apocalypse,tt0102015,English,0,0
heat,tt0068688,English,0,0
heathers,tt0097493,English,0,0
heavenly-creatures,tt0110005,English,0,2
hedwig-and-the-angry-inch,tt0248845,English,0,0
hell-and-back-again,tt1748043,English,0,2
hell-or-high-water,tt20758230,,0,0
hellbound-hellraiser-ii,tt0095294,English,0,0
hellboy,tt0167190,English,0,0
hellraiser,tt0093177,English,0,0
henry-portrait-of-a-serial-killer,tt0099763,English,0,0
henry-v,tt0036910,English,0,4
her,tt12571248,,0,0
hercules-1997,tt0050381,Italian,0,0
here-2023,tt0334551,Croatian,0,0
hereafter,tt1212419,English,0,4
hereditary,tt7784604,English,0,0
hero,tt0084065,Goidelic,0,0
hesher,tt1403177,English,0,0
high-and-low,tt0023933,French,0,0
high-fidelity,tt0095301,,0,0
high-hopes,tt0095302,English,0,0
high-noon-re-release,tt0044706,English,5,5
high-tension,tt0027742,English,0,0
highlander,tt0091203,English,0,0
his-girl-friday,tt0032599,English,0,0
his-three-daughters,tt28491891,English,0,0
hit-man,tt0068704,English,0,0
hit-the-road,tt0033720,English,0,0
hitch,tt0386588,English,0,0
hobo-with-a-shotgun,tt1640459,English,0,0
hocus-pocus,tt0087993,Standard Chinese,0,0
hold-me-tight,tt0024129,English,0,0
holy-cow,tt10500020,,0,0
holy-motors,tt2076220,Standard Chinese,0,0
home-alone,tt0099785,English,0,1
home-alone-2-lost-in-new-york,tt0104431,English,0,0
homicide,tt0041482,English,0,0
honeyland,tt11359102,,0,0
hoop-dreams,tt0110057,English,0,3
hoosiers,tt0091217,English,0,2
hope,tt0010268,,0,0
hope-and-glory,tt0093209,English,0,4
horse-feathers,tt0023027,English,0,0
horse-money,tt3907156,Portuguese,0,0
horton-hears-a-who!,tt0451079,English,0,0
hostel,tt0450278,English,0,0
hot-fuzz,tt0425112,English,0,0
hot-rod,tt0042578,English,0,0
hot-tub-time-machine,tt1231587,Russian,0,0
hotel-rwanda,tt0395169,English,0,4
house-of-flying-daggers,tt0385004,Standard Chinese,0,1
house-of-hummingbird,tt8951086,Korean,0,0
house-of-sand-and-fog,tt0315983,Persian,0,3
house-of-wax,tt0045888,English,0,0
house-on-haunted-hill,tt0051744,English,0,0
housekeeping-for-beginners,tt24244436,Macedonian,0,0
how-green-was-my-valley,tt0033729,English,5,10
how-the-grinch-stole-christmas,tt0170016,English,2,5
how-to-lose-a-guy-in-10-days,tt0251127,English,0,0
how-to-survive-a-plague,tt2124803,English,0,1
how-to-train-your-dragon,tt0892769,English,0,3
howards-end,tt0104454,English,4,9
howls-moving-castle,tt0347149,Japanese,0,1
hudson-hawk,tt0102070,English,0,0
huesera-the-bone-woman,tt11718516,Spanish,0,0
hugo,tt0171386,,0,0
hundreds-of-beavers,tt12818328,English,0,0
hunger,tt0061042,Norwegian,0,0
hunt-for-the-wilderpeople,tt4698684,English,0,0
husbands-and-wives,tt0104466,English,0,2
i-am-another-you,tt6098544,,0,0
i-am-cuba,tt0058604,Russian,0,0
i-am-legend,tt0480249,English,0,0
i-am-love,tt0317076,Arabic,0,0
i-am-not-your-negro,tt5804038,English,0,2
i-am-sam,tt0277027,English,0,1
i-called-him-morgan,tt4170344,English,0,0
i-do-not-care-if-we-go-down-in-history-as-barbarians,tt8506840,Romanian,0,0
i-heart-huckabees,tt0356721,English,0,0
i-killed-my-mother,tt1424797,French,0,0
i-know-what-you-did-last-summer,tt0119345,English,0,0
i-know-where-im-going!,tt0037800,English,0,0
i-lost-my-body,tt9806192,French,0,2
i-love-you-man,tt1155056,English,0,0
i-robot,tt0343818,English,0,4
i-saw-the-devil,tt1588170,Korean,0,0
i-saw-the-tv-glow,tt15574270,English,0,0
i-spit-on-your-grave,tt0052937,,0,0
i-travel-because-i-have-to-i-come-back-because-i-love-you,tt1500761,Portuguese,0,0
i-wish,tt14675606,,0,0
i-wish-i-knew,tt1646103,Mandarin,0,0
ice-age,tt0071672,German,0,0
ice-age-dawn-of-the-dinosaurs,tt1080016,English,0,0
ice-age-the-meltdown,tt0438097,English,0,0
ichi-the-killer,tt0296042,Japanese,0,0
ida,tt2718492,Polish,1,3
identifying-features,tt11394282,Mexican Spanish,0,0
identity,tt0309698,English,0,0
if-beale-street-could-talk,tt7125860,English,1,3
ikiru,tt0044741,Japanese,0,0
il-divo,tt1023490,Italian,0,2
ilo-ilo,tt2901736,English,0,0
im-going-home,tt0283422,English,0,0
im-not-there,tt0368794,English,0,1
im-still-here,tt1356864,English,0,0
im-still-here-2024,tt1356864,English,0,0
imitation-of-life,tt0025301,English,0,2
in-a-better-world,tt1340107,Danish,1,1
in-bruges,tt0780536,English,0,1
in-fabric,tt7464188,English,0,0
in-front-of-your-face,tt14776918,Korean,0,0
in-my-room,tt6268812,English,0,0
in-the-bedroom,tt0247425,English,0,5
in-the-company-of-men,tt0119361,American Sign Language,0,0
in-the-family,tt0247313,Portuguese,0,0
in-the-heat-of-the-night,tt0061811,English,4,4
in-the-heights,tt1321510,English,0,0
in-the-line-of-fire,tt0107206,English,0,3
in-the-loop,tt1226774,English,0,4
in-the-mood-for-love,tt0118694,Cantonese,0,0
in-the-mouth-of-madness,tt0113409,English,0,0
in-the-name-of-the-father,tt0067481,Italian,0,0
in-the-same-breath,tt13648230,Chinese,0,0
in-the-shadow-of-the-moon,tt0925248,English,0,0
in-the-summers,tt24805832,English,0,0
in-transit,tt11923820,,0,0
incendies,tt1255953,Arabic,0,1
inception,tt1375666,Japanese,8,13
incredibles-2,tt3606756,English,0,3
indiana-jones-and-the-last-crusade,tt0097576,English,0,5
indiana-jones-and-the-temple-of-doom,tt0087469,English,4,5
infernal-affairs,tt0338564,Cantonese,0,0
inherent-vice,tt1791528,English,0,2
inshallah-a-boy,tt25406412,Arabic,0,0
inside-job,tt0038643,English,0,0
inside-llewyn-davis,tt2042568,English,0,4
inside-man,tt0454848,English,0,0
inside-out-2015,tt0073174,English,0,0
inside-the-yellow-cocoon-shell,tt10399622,Vietnamese,0,0
insomnia,tt0110143,,0,0
interview-with-the-vampire-the-vampire-chronicles,tt0110148,English,0,3
intolerance,tt0006864,English,0,0
invasion-of-the-body-snatchers-1956,tt0049366,English,0,0
invictus,tt1057500,Afrikaans,0,2
invisible-life,tt31970949,,0,0
ip-man,tt1220719,Cantonese,0,0
ip-man-2,tt1386932,English,0,0
iris-2015,tt0006866,English,0,0
iron-man-2,tt1228705,English,0,4
ironclad,tt1233301,English,0,0
irreversible,tt0290673,English,0,0
is-god-is,tt34379307,English,0,0
is-that-black-enough-for-you,tt21438352,,0,0
isle-of-dogs,tt1588362,,0,0
it-follows,tt3235888,English,0,0
it-happened-one-night,tt0025316,English,3,3
it-was-just-an-accident,tt36491653,Persian,0,3
its-a-wonderful-life,tt0038650,English,0,3
its-complicated,tt1230414,English,0,0
its-kind-of-a-funny-story,tt0804497,English,0,0
its-such-a-beautiful-day-2012,tt2396224,English,0,0
ixcanul,tt4135844,Kaqchikel,0,0
j-edgar,tt1616195,English,0,0
jack,tt0074704,Swedish,0,0
jackass-number-two,tt0493430,English,0,0
jackass-the-movie,tt0322802,English,0,0
jackie,tt0012328,,0,0
jackie-brown,tt0119396,English,0,1
jacobs-ladder,tt0099871,English,0,0
james-white,tt4288636,English,0,0
jane,tt0005561,,0,0
jane-eyre,tt0004167,,0,0
jane-fonda-in-five-acts,tt7689958,English,0,0
janet-planet,tt28366692,English,0,0
jarhead,tt0418763,English,0,0
jaws,tt0073195,English,6,6
jaws-2,tt0077766,English,0,0
jay-and-silent-bob-strike-back,tt0261392,English,0,0
jazzy,tt31371971,English,0,0
jeanne-dielman-23-quai-du-commerce-1080-bruxelles,tt0073198,French,0,0
jerry-maguire,tt0116695,English,1,4
jimmy-neutron-boy-genius,tt0268397,English,0,2
jingle-all-the-way,tt0116705,English,0,0
john-mcenroe-in-the-realm-of-perfection,tt7966920,,0,0
john-q,tt0251160,English,0,0
johnny-english,tt0274166,English,0,0
johnny-english-reborn,tt1634122,English,0,0
joy-ride,tt0051803,,0,0
joyland,tt19719976,Punjabi,0,0
judas-and-the-black-messiah,tt9784798,English,1,10
jules-and-jim,tt0055032,English,0,0
julie-julia,tt1135503,English,0,1
juliet-of-the-spirits,tt0059229,Italian,0,2
jumanji,tt0113497,English,0,0
junebug,tt0418773,English,0,1
juno,tt0239512,,0,0
jurassic-park,tt0107290,English,8,8
jurassic-park-iii,tt0163025,English,0,0
just-go-with-it,tt1564367,English,0,0
just-like-heaven,tt0021017,,0,0
k-19-the-widowmaker,tt0267626,Russian,0,0
k-pax,tt0272152,English,0,0
kagemusha,tt0080979,Japanese,0,2
kaili-blues,tt4613272,Standard Chinese,0,0
katyn,tt0879843,Russian,0,1
kick-ass,tt1250777,English,0,0
kickboxer,tt0097659,English,0,0
kikis-delivery-service,tt0097814,Japanese,0,0
kill-bill-the-whole-bloody-affair,tt6019206,English,0,0
kill-bill-vol-1,tt0266697,Japanese,0,0
kill-bill-vol-2,tt0378194,English,0,0
kill-the-irishman,tt1416801,English,0,0
killer-klowns-from-outer-space,tt0095444,English,0,0
killer-of-sheep,tt0076263,English,0,0
killers-of-the-flower-moon,tt5537002,Osage,0,8
king-arthur,tt0349683,Scottish Gaelic,0,0
king-kong,tt0024216,English,0,0
king-kong-1933,tt0024216,English,0,0
king-of-the-hill,tt0107322,English,0,0
kingpin,tt0116778,English,0,0
kinsey,tt0362269,English,0,1
kiss-kiss-bang-bang,tt0061870,Italian,0,0
kiss-of-the-spider-woman,tt0089424,Portuguese,1,2
klondike,tt0023096,English,0,0
klute,tt0067309,English,1,3
knife-in-the-water,tt0056291,Polish,0,1
knight-and-day,tt1013743,English,0,0
knives-out,tt5961976,,0,0
knock-down-the-house,tt9358052,English,0,0
knocked-up,tt0290705,,0,0
kokuho,tt35231039,Japanese,0,3
kramer-vs-kramer,tt0079417,English,3,6
krisha,tt4266638,English,0,0
kubo-and-the-two-strings,tt4302938,English,0,6
kung-fu-panda,tt0441773,English,0,2
kung-pow-enter-the-fist,tt0240468,English,0,0
la-chimera,tt14561712,English,0,0
la-confidential,tt0119488,English,3,11
la-dolce-vita-re-release,tt0053779,English,1,6
la-femme-nikita,tt0100263,French,0,0
la-la-land,tt3783958,English,5,12
la-ronde,tt0042906,French,0,3
la-vie-en-rose,tt0136603,,0,0
labyrinth,tt0052984,German,0,0
lady-bird,tt4925292,English,0,3
lagaan-once-upon-a-time-in-india,tt0169102,Hindi,0,1
lake-of-fire,tt0841119,English,0,0
lake-placid,tt0139414,English,0,0
lakeview-terrace,tt0947802,English,0,0
lantana,tt0259393,English,0,0
lassie,tt0110305,English,0,0
last-action-hero,tt0107362,English,0,0
last-days-in-vietnam,tt3279124,Vietnamese,0,2
last-men-in-aleppo,tt6333074,Arabic,0,3
last-tango-in-paris,tt0070849,English,0,1
last-train-home,tt1512201,Sichuanese,0,0
late-marriage,tt0287471,Hebrew,0,0
late-spring-1949,tt0041154,Japanese,0,0
law-abiding-citizen,tt1197624,English,0,0
lawrence-of-arabia-re-release,tt0056172,English,7,11
layer-cake,tt0375912,English,0,0
le-cercle-rouge-1970,tt0065531,French,0,0
le-havre,tt1508675,French,0,0
le-samourai,tt0062229,French,0,0
leap-year,tt0012382,,0,0
leave-no-trace,tt19800112,,0,0
leaving-las-vegas,tt0113627,English,1,3
lebanon,tt1483831,Hebrew,0,0
legally-blonde,tt0250494,English,0,0
legend-1986,tt0089469,English,0,2
legend-of-the-guardians-the-owls-of-gahoole,tt1219342,English,0,0
legends-of-the-fall,tt0110322,English,1,7
let-me-in,tt1228987,English,0,0
let-the-fire-burn,tt2119463,English,0,0
let-the-right-one-in,tt1139797,Swedish,0,0
lethal-weapon,tt0093409,English,0,4
lethal-weapon-2,tt0097733,English,0,0
lethal-weapon-4,tt0122151,English,0,0
letters-from-iwo-jima,tt0498380,Japanese,0,2
leviathan,tt0055084,,0,0
leviathan-2014,tt0055084,,0,0
leviticus,tt2050557,,0,0
liar-liar,tt0119528,English,0,0
licence-to-kill,tt0097742,English,0,0
licorice-pizza,tt11271038,English,0,1
life-and-nothing-more,tt5891122,English,0,0
life-is-sweet,tt0100024,English,0,0
life-itself,tt0113656,,0,0
like-crazy,tt1758692,English,0,0
like-water-for-chocolate,tt0103994,Spanish,0,0
lilo-stitch,tt0275847,Hawaiian,0,1
lilya-4-ever,tt0300140,Swedish,0,0
limbo,tt0068860,English,0,0
limelight-1969,tt0027888,English,0,0
limitless,tt1219289,English,0,0
lincoln,tt0443272,English,3,13
listen-to-me-marlon,tt4145178,English,0,0
little-amelie-or-the-character-of-rain,tt29313285,Japanese,0,2
little-children,tt0404203,English,0,4
little-girl,tt0298038,,0,0
little-men,tt0026636,English,0,0
little-richard-i-am-everything,tt13885492,,0,0
little-shop-of-horrors,tt0091419,English,0,3
little-trouble-girls,tt28834646,Slovene,0,0
little-women,tt0009309,English,0,0
little-women-1933,tt0009309,English,0,0
little-women-2019,tt0009309,English,0,0
live-and-let-die,tt0070328,English,0,1
live-free-or-die-hard,tt0337978,English,0,0
living,tt17682940,,0,0
living-in-oblivion,tt0113677,English,0,0
local-hero,tt0085859,English,0,0
lock-stock-and-two-smoking-barrels,tt0120735,English,0,0
locke,tt2692904,English,0,0
lolita,tt0056193,English,0,0
lolita-1969,tt0056193,English,0,1
long-days-journey-into-night,tt0056196,English,0,1
look-whos-talking,tt0097778,English,0,0
looper,tt1276104,English,0,0
lord-of-war,tt0399295,English,0,0
los-angeles-plays-itself,tt0379357,English,0,0
lost-illusions,tt10505316,French,0,0
lost-in-translation,tt0335266,Japanese,1,2
louis-armstrongs-black-blues,tt14447458,,0,0
love-2024,tt0004259,,0,0
love-actually,tt0314331,English,0,0
love-affair-1939,tt0023153,English,0,0
love-after-love,tt0103710,French,0,0
love-and-death-on-long-island,tt0119574,English,0,0
love-friendship,tt30060940,,0,0
love-is-strange,tt2639344,Russian,0,0
love-mercy,tt0903657,English,0,0
loveless-2017,tt13897208,,0,0
lust-caution,tt0808357,Standard Chinese,0,0
luther-never-too-much,tt10850320,,0,0
ma-raineys-black-bottom,tt10514222,English,2,8
maborosi,tt0113725,Japanese,0,0
macgruber,tt1470023,English,0,0
machete,tt0051886,English,0,0
machine-gun-preacher,tt1586752,English,0,0
mad-max-beyond-thunderdome,tt0089530,English,0,0
mad-max-fury-road,tt1392190,English,10,15
madagascar,tt0110427,Spanish,0,0
madagascar-escape-2-africa,tt0479952,English,0,0
made-in-england-the-films-of-powell-and-pressburger,tt19895822,English,0,0
madelines-madeline,tt6101602,English,0,0
mademoiselle-chambon,tt1285246,French,0,0
magellan,tt36456563,Cebuano,0,0
magnolia,tt0175880,English,0,2
maidan,tt0482796,,0,0
maiden,tt18691756,,0,0
make-up,tt0017789,,0,0
malcolm-x,tt0068903,English,0,1
malena,tt0213847,Italian,0,2
mallrats,tt0113749,English,0,0
mami-wata,tt6315898,Fon,0,0
mamma-mia!,tt0795421,English,0,0
man-on-fire,tt0050682,English,0,0
man-on-wire,tt1155592,English,1,0
man-with-a-movie-camera,tt0019760,,0,0
manakamana,tt3103326,Nepali,0,0
manchester-by-the-sea,tt4034228,English,2,4
mandy,tt0045654,English,0,0
manhattan,tt0015117,,0,0
manhunter,tt0091474,English,0,0
manuscripts-dont-burn,tt1933610,,0,0
marcel-the-shell-with-shoes-on,tt15339456,English,0,5
march-of-the-penguins,tt0428803,French,1,0
margin-call,tt1615147,English,0,1
maria-full-of-grace,tt0390221,Spanish,0,1
marie-antoinette,tt0030418,English,0,4
marjorie-prime,tt4978710,English,0,0
marley,tt11197510,,0,0
marley-me,tt0822832,English,0,0
marriage-story,tt0107347,Korean,0,0
mars-attacks!,tt0116996,English,0,0
mars-one,tt16377816,Portuguese,0,0
martha-marcy-may-marlene,tt1441326,English,0,0
marty,tt0048356,English,2,8
marty-supreme,tt32916440,English,0,10
marwencol,tt1391092,English,0,0
mary-poppins,tt0058331,English,8,17
masculine-feminine,tt0060675,Swedish,0,0
mash,tt0066026,English,1,3
mass,tt0445033,Telugu,0,0
master-and-commander-the-far-side-of-the-world,tt0311113,English,1,14
match-point,tt0416320,English,0,1
