movie_slug,subgenre_name
dead-ringers,psychological horror film
dead-ringers,psychological thriller film
dead-ringers,suspense film
dead-ringers,thriller film
dead-snow,zombie comedy
dead-snow,zombie film
dear-zachary-a-letter-to-a-son-about-his-father,documentary film
death-at-a-funeral-2007,comedy film
death-race,action film
death-race,dystopian film
death-race,prison film
death-race,science fiction action film
death-race,thriller film
death-sentence,Spaghetti Western
decision-to-leave,drama film
decision-to-leave,mystery film
decision-to-leave,police film
decision-to-leave,romance film
deep-blue-sea,action film
deep-blue-sea,adventure film
deep-blue-sea,drama film
deep-blue-sea,horror film
deep-blue-sea,science fiction film
deep-blue-sea,science fiction horror film
deep-blue-sea,thriller film
deep-impact,disaster film
deep-impact,drama film
deep-impact,science fiction film
deep-red,drama film
deep-red,exploitation film
deep-red,giallo
deep-red,horror film
deep-red,LGBTQ-related film
deep-red,mystery film
deep-red,psychological drama film
deep-red,psychological horror film
deep-red,psychological thriller film
deep-red,romance film
deep-red,romantic horror film
deep-red,slasher film
deep-red,supernatural film
deep-red,supernatural horror film
deep-red,suspense film
deep-red,thriller film
defiance,action film
defiance,crime film
defiance,drama film
definitely-maybe,comedy drama
definitely-maybe,romantic comedy
deja-vu,drama film
delicatessen,comedy film
delicatessen,dystopian film
delicatessen,fantasy film
delicatessen,post-apocalyptic film
deliverance,biographical film
deliverance,drama film
deliverance,silent film
demolition-man,action film
demolition-man,dystopian film
demolition-man,science fiction film
departures,drama film
departures,musical film
descendant,horror film
desire,silent film
despicable-me,comedy film
despicable-me,family film
destry-rides-again,Western film
deuce-bigalow-male-gigolo,comedy film
deuce-bigalow-male-gigolo,romantic comedy film
deuce-bigalow-male-gigolo,sex comedy
deuce-bigalow-male-gigolo,slapstick
dial-m-for-murder,action film
dial-m-for-murder,crime drama film
dial-m-for-murder,crime film
dial-m-for-murder,crime thriller film
dial-m-for-murder,detective film
dial-m-for-murder,drama film
dial-m-for-murder,mystery film
dial-m-for-murder,psychological drama film
dial-m-for-murder,psychological thriller film
dial-m-for-murder,thriller film
diane,biographical film
diane,drama film
diane,historical film
diary-of-a-wimpy-kid,comedy film
diary-of-a-wimpy-kid,family film
dick-johnson-is-dead,documentary film
die-hard,action film
die-hard,action thriller
die-hard,Christmas film
die-hard,heist film
die-hard-2,action film
die-hard-2,action thriller
die-hard-2,Christmas film
die-hard-2,crime film
die-hard-2,thriller film
die-hard-with-a-vengeance,action film
die-hard-with-a-vengeance,action thriller
die-hard-with-a-vengeance,buddy cop film
die-hard-with-a-vengeance,buddy film
die-hard-with-a-vengeance,heist film
diner,comedy film
diner,coming-of-age film
diner,drama film
dinner-in-america,comedy drama
dinosaur,adventure film
dirty-dancing,dance film
dirty-dancing,drama film
dirty-dancing,musical film
dirty-dancing,romance film
dirty-dancing,teen film
dirty-harry,action film
dirty-harry,action thriller
dirty-harry,crime thriller film
dirty-harry,vigilante film
dirty-rotten-scoundrels,buddy film
dirty-rotten-scoundrels,comedy film
dirty-rotten-scoundrels,crime film
distant,drama film
distant-voices-still-lives,drama film
district-13-ultimatum,action film
district-13-ultimatum,crime film
district-13-ultimatum,martial arts film
district-13-ultimatum,science fiction film
district-13-ultimatum,thriller film
district-9,action film
district-9,action thriller
district-9,adventure film
district-9,biopunk
district-9,drama film
district-9,dystopian film
district-9,horror film
district-9,independent film
district-9,mockumentary
district-9,science fiction action film
district-9,science fiction film
district-9,science fiction horror film
district-9,suspense film
district-9,thriller film
district-b13,action film
district-b13,action thriller
district-b13,dystopian film
district-b13,martial arts film
district-b13,science fiction action film
district-b13,science fiction film
disturbia,drama film
disturbia,neo-noir
disturbia,slasher film
disturbia,teen film
disturbia,thriller film
django-unchained,action film
django-unchained,blaxploitation film
django-unchained,comedy drama
django-unchained,drama film
django-unchained,historical drama film
django-unchained,historical film
django-unchained,revisionist Western
django-unchained,Western film
do-not-expect-too-much-from-the-end-of-the-world,comedy film
do-the-right-thing,comedy film
do-the-right-thing,drama film
do-the-right-thing,hood film
do-the-right-thing,independent film
dodgeball-a-true-underdog-story,comedy film
dodgeball-a-true-underdog-story,LGBTQ-related film
dodgeball-a-true-underdog-story,sport film
dog-day-afternoon,action film
dog-day-afternoon,biographical film
dog-day-afternoon,black comedy film
dog-day-afternoon,comedy drama
dog-day-afternoon,comedy film
dog-day-afternoon,crime drama film
dog-day-afternoon,crime film
dog-day-afternoon,crime thriller film
dog-day-afternoon,docudrama
dog-day-afternoon,drama film
dog-day-afternoon,gangster film
dog-day-afternoon,heist film
dog-day-afternoon,LGBTQ-related film
dog-day-afternoon,mystery film
dog-day-afternoon,suspense film
dog-day-afternoon,thriller film
dogma,adventure film
dogma,comedy film
dogma,fantasy film
dogtooth,drama film
dogtooth,LGBTQ-related film
dogville,art film
dogville,crime film
dogville,drama film
dogville,mystery film
dogville,thriller film
dolphin-tale,children's film
dolphin-tale,drama film
donnie-darko,comedy drama
donnie-darko,comedy film
donnie-darko,comedy horror film
donnie-darko,drama film
donnie-darko,fantasy film
donnie-darko,horror film
donnie-darko,magic realist film
donnie-darko,mystery film
donnie-darko,psychological drama film
donnie-darko,psychological horror film
donnie-darko,psychological thriller film
donnie-darko,science fiction film
donnie-darko,science fiction horror film
donnie-darko,suspense film
donnie-darko,thriller film
dont-look-now,drama film
dont-look-now,horror film
dont-think-twice,comedy drama
dont-think-twice,drama film
dos-estaciones,drama film
double-indemnity,crime film
double-indemnity,drama film
double-indemnity,film noir
double-indemnity,flashback film
double-jeopardy,crime film
doubt,drama film
downfall,drama film
downfall,silent film
downhill-racer,drama film
downhill-racer,sport film
dr-jekyll-and-mr-hyde,horror film
dr-jekyll-and-mr-hyde,science fiction film
dr-jekyll-and-mr-hyde,silent film
dr-no,action film
dr-no,adventure film
dr-no,spy film
dr-no,thriller film
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb,black comedy film
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb,comedy film
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb,war film
dracula-1931,drama film
dracula-1931,horror film
dracula-1931,vampire film
dracula-pages-from-a-virgins-diary,horror film
dracula-pages-from-a-virgins-diary,silent film
dracula-pages-from-a-virgins-diary,vampire film
drag-me-to-hell,comedy horror
drag-me-to-hell,ghost film
dreamcatcher-2015,buddy film
dreamcatcher-2015,horror film
dreamcatcher-2015,science fiction film
dreamgirls,drama film
dreamgirls,musical film
dreamgirls,romance film
dreams-drommer,comedy film
dreams-drommer,drama film
drive-my-car,drama film
driveways,drama film
driving-miss-daisy,buddy film
driving-miss-daisy,comedy film
driving-miss-daisy,drama film
drug-war,crime film
drugstore-cowboy,black comedy film
drugstore-cowboy,crime film
drugstore-cowboy,drama film
duck-soup,comedy film
duck-soup,musical film
due-date,buddy film
due-date,comedy film
due-date,road movie
duel,drama film
duma,children's film
dumb-and-dumber,buddy film
dumb-and-dumber,comedy film
dumb-and-dumber,road movie
dumbo-1941,buddy film
dumbo-1941,family film
dumbo-1941,fantasy film
dumbo-1941,melodrama
dumbo-1941,musical film
dumbo-1941,musical play
dunkirk,drama film
dunkirk,war film
duplex,comedy film
early-spring,drama film
eastern-promises,action film
eastern-promises,crime drama film
eastern-promises,crime film
eastern-promises,crime thriller film
eastern-promises,drama film
eastern-promises,gangster film
eastern-promises,mystery film
eastern-promises,thriller film
easy-rider,drama film
easy-rider,road movie
ed-wood,biographical film
ed-wood,comedy film
ed-wood,drama film
ed-wood,LGBTQ-related film
eden-2014,drama film
eden-lake,horror film
eden-lake,thriller film
eephus,comedy film
eephus,drama film
eephus,sport film
eighth-grade,comedy drama
eighth-grade,drama film
el-dorado,trial film
el-mariachi,action film
el-mariachi,contemporary Western film
el-mariachi,crime film
el-mariachi,drama film
el-mariachi,thriller film
elaine-stritch-shoot-me,documentary film
election-1999,LGBTQ-related film
election-1999,teen film
elephant,drama film
elephant,independent film
elephant,LGBTQ-related film
elephant,teen film
elephant,thriller film
elevator-to-the-gallows,drama film
elevator-to-the-gallows,film noir
elizabeth,biographical film
elizabeth,drama film
elizabeth-the-golden-age,biographical film
elizabeth-the-golden-age,drama film
ella-enchanted,fantasy film
ella-enchanted,musical film
ella-enchanted,romantic comedy
ella-enchanted,teen film
embrace-of-the-serpent,adventure film
embrace-of-the-serpent,drama film
empire-of-the-sun,coming-of-age film
empire-of-the-sun,drama film
empire-of-the-sun,war film
encounters-at-the-end-of-the-world,documentary film
end-of-days,action film
end-of-days,dystopian film
end-of-days,fantasy film
end-of-days,horror film
end-of-days,satanic film
end-of-days,thriller film
end-of-the-century-2019,music documentary film
enemy-at-the-gates,action film
enemy-at-the-gates,drama film
enemy-at-the-gates,romance film
enemy-at-the-gates,war film
enough,action film
enough,drama film
enough,psychological thriller film
enron-the-smartest-guys-in-the-room,documentary film
enter-the-dragon,action film
enter-the-dragon,martial arts film
enter-the-dragon,thriller film
enter-the-void,drama film
enter-the-void,fantasy film
enter-the-void,ghost film
entrapment,action film
entrapment,crime film
entrapment,drama film
entrapment,heist film
entrapment,romance film
eo,drama film
eo,road movie
epic-elvis-presley-in-concert,documentary film
equilibrium,action film
equilibrium,dystopian film
equilibrium,post-apocalyptic film
equilibrium,psychological thriller
equilibrium,science fiction film
eraser,action film
eraser,drama film
eraser,thriller film
eraserhead,body horror film
eraserhead,drama film
eraserhead,experimental film
eraserhead,fantasy film
eraserhead,horror film
eraserhead,independent film
eraserhead,surrealist film
eraserhead,thriller film
ernest-celestine,comedy drama
ernest-celestine,comedy film
ernest-celestine,drama fiction
ernest-celestine,drama film
ernest-cole-lost-and-found,biographical film
ernest-cole-lost-and-found,documentary film
escape-from-new-york,action film
escape-from-new-york,dystopian film
escape-from-new-york,post-apocalyptic film
escape-from-new-york,prison film
escape-from-new-york,science fiction film
escape-from-new-york,thriller film
escape-from-the-planet-of-the-apes,drama film
escape-from-the-planet-of-the-apes,science fiction film
et-the-extra-terrestrial,children's film
et-the-extra-terrestrial,drama film
et-the-extra-terrestrial,family film
et-the-extra-terrestrial,science fiction film
eternal-sunshine-of-the-spotless-mind,comedy drama
eternal-sunshine-of-the-spotless-mind,fantasy film
eternal-sunshine-of-the-spotless-mind,melodrama
eternal-sunshine-of-the-spotless-mind,romantic comedy
eternal-sunshine-of-the-spotless-mind,science fiction film
eurotrip,comedy film
eurotrip,teen film
evangelion-20-you-can-not-advance,action anime
evangelion-20-you-can-not-advance,drama anime and manga
evangelion-20-you-can-not-advance,ecchi
evangelion-20-you-can-not-advance,mecha
evangelion-20-you-can-not-advance,post-apocalyptic film
evangelion-20-you-can-not-advance,science fiction anime
evangelion-20-you-can-not-advance,science fiction film
evangelion-30+10-thrice-upon-a-time,science fiction film
event-horizon,action film
event-horizon,adventure film
event-horizon,fantasy film
event-horizon,horror film
event-horizon,psychological horror film
event-horizon,science fiction film
event-horizon,science fiction horror film
event-horizon,speculative fiction film
event-horizon,splatter film
event-horizon,supernatural horror film
everlasting-moments,biographical film
everlasting-moments,drama film
everlasting-moments,historical film
everybody-wants-some!!,comedy drama
everybody-wants-some!!,coming-of-age film
everything-everywhere-all-at-once,absurdist fiction
everything-everywhere-all-at-once,action film
everything-everywhere-all-at-once,comedy drama
everything-everywhere-all-at-once,martial arts film
everything-everywhere-all-at-once,psychedelic film
everything-everywhere-all-at-once,science fiction film
evil-dead-ii,comedy horror
evil-dead-ii,parody film
evil-dead-ii,splatter film
evil-dead-ii,zombie film
evil-does-not-exist,drama film
evita,biographical film
evita,drama film
evita,musical film
exhibiting-forgiveness,drama film
existenz,action film
existenz,biopunk
existenz,body horror film
existenz,comedy drama
existenz,comedy film
existenz,comedy horror film
existenz,crime drama film
existenz,crime film
existenz,crime thriller film
existenz,cyberpunk
existenz,drama film
existenz,dystopian film
existenz,horror film
existenz,mystery film
existenz,psychological drama film
existenz,psychological horror film
existenz,psychological thriller film
existenz,science fiction action film
existenz,science fiction film
existenz,science fiction horror film
existenz,suspense film
existenz,thriller film
exit-through-the-gift-shop,documentary film
exit-through-the-gift-shop,independent film
experimenter,biographical film
experimenter,drama film
extract,comedy film
extract,crime film
eyes-wide-shut,Christmas film
eyes-wide-shut,drama film
eyes-wide-shut,erotic drama film
eyes-wide-shut,erotic film
eyes-wide-shut,erotic thriller
eyes-wide-shut,melodrama
eyes-wide-shut,mystery film
eyes-wide-shut,psychological drama film
eyes-wide-shut,psychological thriller film
eyes-wide-shut,thriller film
f-for-fake,mockumentary
faceoff,drama film
faces,drama film
faces-places,documentary film
fahrenheit-911,documentary film
fair-game-2010,action film
fair-game-2010,thriller film
fallen-angels,comedy drama
fallen-angels,crime film
fallen-angels,drama film
fallen-angels,romance film
falling-down,action film
falling-down,action thriller
falling-down,crime film
falling-down,drama film
falling-down,thriller film
falling-down,vigilante film
familiar-touch,drama film
fanboys,comedy film
fanny-and-alexander-re-release,Christmas film
fanny-and-alexander-re-release,drama film
fanny-and-alexander-re-release,historical film
fantasia,clay animation
fantasia,fantasy film
fantasia,live-action/animated film
fantasia,musical film
fantasia,puppetoon animation
fantasia-2000,comedy film
fantasia-2000,fantasy film
fantasia-2000,musical film
fantastic-mr-fox,action film
fantastic-mr-fox,comedy film
fantastic-mr-fox,family film
fantastic-mr-fox,melodrama
far-from-heaven,art film
far-from-heaven,drama film
far-from-heaven,LGBTQ-related film
far-from-heaven,romance film
farewell-my-concubine,drama film
farewell-my-concubine,historical film
farewell-my-concubine,romance film
fargo,Western film
fast-five,action film
fast-five,crime film
fast-five,crime thriller film
fast-five,heist film
fast-times-at-ridgemont-high,comedy film
fast-times-at-ridgemont-high,coming-of-age film
fast-times-at-ridgemont-high,drama film
fast-times-at-ridgemont-high,teen film
faster-2010,documentary film
fateless,drama film
faya-dayi,documentary film
fear-and-loathing-in-las-vegas,autobiography
fear-and-loathing-in-las-vegas,buddy film
fear-and-loathing-in-las-vegas,comedy drama
fear-and-loathing-in-las-vegas,phantasmagoria
festival-express,documentary film
festival-express,musical film
festival-express,rockumentary
fiddler-a-miracle-of-miracles,documentary film
field-of-dreams,drama film
field-of-dreams,fantasy film
field-of-dreams,ghost film
field-of-dreams,sport film
fight-club,drama film
fight-club,flashback film
fight-club,psychological thriller
fight-club,thriller film
fighter,documentary film
final-destination-2,horror film
final-destination-2,teen film
finding-nemo,adventure film
finding-nemo,children's film
finding-nemo,comedy film
finding-nemo,family film
finding-neverland,biographical film
finding-neverland,drama film
finding-neverland,fantasy film
fire-at-sea,documentary film
fire-of-love,documentary film
fireworks-1998,comedy film
fireworks-wednesday-2006,drama film
fireworks-wednesday-2006,romance film
first-blood,action film
first-blood,action thriller
first-blood,drama film
first-blood,war film
first-cow,fantasy film
first-reformed,drama film
fish-tank,coming-of-age film
fish-tank,drama film
fiume-o-morte,docudrama
five-easy-pieces,drama film
five-easy-pieces,road movie
flags-of-our-fathers,action film
flags-of-our-fathers,drama film
flags-of-our-fathers,war film
flash-gordon,action film
flash-gordon,adventure film
flash-gordon,science fiction film
flashdance,dance film
flashdance,drama film
flashdance,musical film
flashdance,romance film
flatliners,drama film
flatliners,horror film
flatliners,psychological horror fiction
flatliners,science fiction film
flatliners,thriller film
flight-of-the-red-balloon,drama film
flightplan,drama film
flightplan,mystery film
flightplan,thriller film
flipped,coming-of-age film
flipped,drama film
flipped,romantic comedy film
flirting-with-disaster,comedy film
flushed-away,adventure film
flushed-away,children's film
flushed-away,comedy drama
flushed-away,comedy film
flushed-away,drama film
flushed-away,family film
flushed-away,teen film
food-inc,documentary film
footlight-parade,comedy film
footlight-parade,musical film
footnote,comedy film
footnote,drama film
for-a-few-dollars-more,action film
for-a-few-dollars-more,Spaghetti Western
for-a-few-dollars-more,Western film
for-sama,documentary film
for-your-eyes-only,action film
for-your-eyes-only,spy film
for-your-eyes-only,thriller film
forbidden-lie,documentary film
forbidden-planet,action film
forbidden-planet,adventure film
forbidden-planet,drama film
forbidden-planet,science fiction film
force-majeure,drama film
force-of-evil,crime film
force-of-evil,drama film
force-of-evil,film noir
ford-v-ferrari,action film
ford-v-ferrari,biographical film
ford-v-ferrari,drama film
ford-v-ferrari,sport film
foreign-correspondent,crime drama film
foreign-correspondent,crime film
foreign-correspondent,crime thriller film
foreign-correspondent,drama film
foreign-correspondent,film noir
foreign-correspondent,mystery film
foreign-correspondent,political thriller film
foreign-correspondent,spy film
foreign-correspondent,suspense film
foreign-correspondent,thriller film
foreign-correspondent,war film
forgetting-sarah-marshall,comedy drama
forgetting-sarah-marshall,romantic comedy film
forrest-gump,American football film
forrest-gump,comedy film
forrest-gump,coming-of-age film
forrest-gump,drama film
forrest-gump,flashback film
forrest-gump,historical drama
forrest-gump,romantic comedy film
forrest-gump,tragicomedy
four-daughters,comedy film
four-daughters,drama film
four-daughters,musical film
four-weddings-and-a-funeral,drama film
four-weddings-and-a-funeral,romantic comedy film
foxcatcher,biographical film
foxcatcher,drama film
foxcatcher,sport film
foxtrot,drama film
frailty,horror film
frailty,psychological thriller
frailty,thriller film
frankenstein,horror film
frankenstein,monster film
frankenstein,science fiction film
freaky-friday,children's film
freaky-friday,comedy film
freaky-friday,fantasy film
freddy-vs-jason,crossover fiction
freddy-vs-jason,slasher film
free-solo,documentary film
free-willy,adventure film
free-willy,drama film
free-willy,family film
freedom-writers,crime film
freedom-writers,drama film
frenzy,comedy film
frequency,action film
frequency,fantasy film
frequency,science fiction film
fresh,crime film
fresh,drama film
fresh,hood film
frida,biographical film
frida,drama film
friday,drama film
friday-night-lights,action film
friday-night-lights,American football film
friday-night-lights,drama film
friday-the-13th-1980,drama film
friday-the-13th-1980,silent film
friday-the-13th-part-iii,horror film
friday-the-13th-part-vi-jason-lives,horror film
friday-the-13th-part-vi-jason-lives,slasher film
friday-the-13th-part-viii-jason-takes-manhattan,horror film
friday-the-13th-part-viii-jason-takes-manhattan,slasher film
friday-the-13th-the-final-chapter,horror film
friday-the-13th-the-final-chapter,slasher film
friday-the-13th-the-final-chapter,teen film
fright-night,comedy horror
fright-night,fantasy film
fright-night,teen film
fright-night,thriller film
fright-night,vampire film
fright-night-1985,comedy horror
fright-night-1985,fantasy film
fright-night-1985,teen film
fright-night-1985,thriller film
fright-night-1985,vampire film
from-dusk-till-dawn,action comedy film
from-dusk-till-dawn,action film
from-dusk-till-dawn,adventure film
from-dusk-till-dawn,comedy film
from-dusk-till-dawn,comedy horror film
from-dusk-till-dawn,crime film
from-dusk-till-dawn,crime thriller film
from-dusk-till-dawn,exploitation film
from-dusk-till-dawn,horror film
from-dusk-till-dawn,horror western
from-dusk-till-dawn,monster film
from-dusk-till-dawn,splatter film
from-dusk-till-dawn,thriller film
from-dusk-till-dawn,vampire film
from-dusk-till-dawn,Western film
from-hell,crime film
from-hell,crime thriller film
from-hell,horror film
from-hell,mystery film
from-hell,slasher film
from-hell,thriller film
from-here-to-eternity-re-release,drama film
from-here-to-eternity-re-release,romance film
from-here-to-eternity-re-release,war film
from-russia-with-love,action film
from-russia-with-love,spy film
frozen-river,silent film
fruitvale-station,biographical film
fruitvale-station,drama film
fruitvale-station,romance film
full-metal-jacket,drama film
full-metal-jacket,war film
full-time,drama film
fun-with-dick-and-jane,comedy film
fun-with-dick-and-jane,heist film
funny-games,desire horror fiction
funny-games,drama film
funny-girl,biographical film
funny-girl,comedy drama
funny-girl,drama film
funny-girl,musical film
funny-girl,romantic comedy
galaxy-quest,adventure film
galaxy-quest,comedy film
galaxy-quest,parody film
galaxy-quest,science fiction film
gandhi,biographical film
gandhi,drama film
gandhi,flashback film
gandhi,historical drama
gangs-of-new-york,crime film
gangs-of-new-york,drama film
gangs-of-wasseypur,crime thriller film
gangs-of-wasseypur,drama film
garden-state,comedy drama
garden-state,comedy film
garden-state,coming-of-age film
garden-state,drama film
garden-state,romantic comedy film
gattaca,arthouse science fiction film
gattaca,biopunk
gattaca,drama film
gattaca,dystopian film
gattaca,science fiction film
gavagai,fiction film
george-of-the-jungle,action film
george-of-the-jungle,comedy film
george-washington,coming-of-age film
george-washington,drama film
georgia,thriller film
get-him-to-the-greek,comedy film
get-on-the-bus,drama film
get-on-the-bus,LGBTQ-related film
get-out,comedy horror
get-out,horror film
get-out,mystery film
get-out,thriller film
get-shorty,comedy film
get-smart,action film
get-smart,spy film
ghost,drama film
ghost,fantasy film
ghost,ghost film
ghost,romance film
ghost-dog-the-way-of-the-samurai,action film
ghost-dog-the-way-of-the-samurai,crime film
ghost-dog-the-way-of-the-samurai,drama film
ghost-dog-the-way-of-the-samurai,martial arts film
ghost-dog-the-way-of-the-samurai,thriller film
ghost-in-the-shell,action anime
ghost-in-the-shell,action film
ghost-in-the-shell,cyberpunk
ghost-in-the-shell,fantasy film
ghost-in-the-shell,science fiction anime
ghost-in-the-shell,science fiction film
ghost-in-the-shell-2-innocence,cyberpunk
ghost-in-the-shell-2-innocence,science fiction film
ghost-world,comedy drama
ghost-world,comedy film
ghost-world,coming-of-age film
ghost-world,drama film
ghost-world,female buddy film
ghost-world,teen film
ghost-world,tragicomedy
ghostbusters,action film
ghostbusters,adventure film
ghostbusters,buddy film
ghostbusters,comedy film
ghostbusters,comedy horror
ghostbusters,fantasy film
ghostbusters,ghost film
ghostbusters,monster film
ghostbusters,science fiction film
ghostbusters-ii,comedy film
ghostbusters-ii,comedy horror
ghostbusters-ii,fantasy film
ghostbusters-ii,ghost film
ghostbusters-ii,monster film
ghostbusters-ii,science fiction comedy
ghostbusters-ii,science fiction film
giant-1956,drama film
giant-1956,Western film
gideons-army,documentary film
gigi,comedy film
gilles-wife,drama film
gimme-shelter-1970,concert film
gimme-shelter-1970,music documentary film
gimme-the-loot,comedy film
girl-interrupted,biographical film
girl-interrupted,coming-of-age film
girl-interrupted,drama film
girl-with-a-pearl-earring,biographical film
girl-with-a-pearl-earring,drama film
girl-with-a-pearl-earring,historical film
girl-with-a-pearl-earring,romance film
give-me-liberty,comedy film
gladiator,action film
gladiator,boxing film
gladiator,drama film
gladiator,teen film
gleason,documentary film
glee-the-3d-concert-movie,documentary film
glee-the-3d-concert-movie,LGBTQ-related film
glee-the-3d-concert-movie,musical film
glengarry-glen-ross,crime film
glengarry-glen-ross,drama film
glory,silent film
glory-2017,silent film
go,action film
go,Christmas film
go,comedy drama
go,comedy film
go,crime film
go,LGBTQ-related film
go,thriller film
godland,drama film
godzilla,action film
godzilla,horror film
godzilla,kaiju
godzilla,science fiction film
godzilla-minus-one,action film
godzilla-minus-one,adventure film
godzilla-minus-one,disaster film
godzilla-minus-one,drama film
godzilla-minus-one,horror film
godzilla-minus-one,Japanese mythology
godzilla-minus-one,kaiju
godzilla-minus-one,monster film
godzilla-minus-one,science fiction film
godzilla-minus-one,thriller film
goldeneye,action film
goldeneye,action thriller
goldeneye,spy film
goldfinger,action film
goldfinger,spy film
gomorrah,crime film
gomorrah,drama film
gomorrah,thriller film
gone-baby-gone,crime film
gone-baby-gone,drama film
gone-baby-gone,mystery film
gone-baby-gone,neo-noir
gone-with-the-wind,drama film
gone-with-the-wind,historical film
gone-with-the-wind,melodrama
gone-with-the-wind,romance film
gone-with-the-wind,war film
good-morning,comedy film
good-morning,drama film
good-morning-vietnam,comedy drama
good-morning-vietnam,comedy film
good-morning-vietnam,war film
good-night-and-good-luck,biographical film
good-night-and-good-luck,drama film
good-night-and-good-luck,historical film
good-time,crime film
good-time,drama film
good-will-hunting,coming-of-age film
good-will-hunting,drama film
good-will-hunting,romance film
goodbye-dragon-inn,comedy drama
goodbye-dragon-inn,LGBTQ-related film
goodbye-solo,drama film
goodfellas,biographical film
goodfellas,crime drama film
goodfellas,crime film
goodfellas,crime thriller film
goodfellas,drama film
goodfellas,gangster film
goodfellas,historical drama film
goodfellas,historical film
goodfellas,period drama film
goodfellas,police procedural film
goodfellas,suspense film
goodfellas,thriller film
goodnight-mommy,drama film
goodnight-mommy,horror film
gosford-park,comedy film
gosford-park,crime film
gosford-park,drama film
gosford-park,mystery film
graduation,comedy drama
graduation,teen film
grand-theft-hamlet,documentary film
grand-tour,drama film
grand-tour,historical film
grand-tour,romance film
grandmas-boy,comedy film
grandmas-boy,silent film
grave-encounters,found footage film
grave-encounters,horror film
grave-of-the-fireflies-1988,anti-war film
grave-of-the-fireflies-1988,coming-of-age film
grave-of-the-fireflies-1988,drama anime and manga
grave-of-the-fireflies-1988,drama film
grave-of-the-fireflies-1988,flashback film
grave-of-the-fireflies-1988,ghost film
grease,musical film
grease,romantic comedy
grease,teen film
great-expectations-1947,drama film
great-expectations-1947,silent film
great-freedom,drama film
great-freedom,LGBTQ-related film
green-border,drama film
green-street-hooligans,action film
green-street-hooligans,association football film
green-street-hooligans,crime film
green-street-hooligans,drama film
gregory-crewdson-brief-encounters,documentary film
gremlins,Christmas film
gremlins,comedy horror film
gremlins,monster film
grey-gardens,documentary film
grizzly-man,biographical film
grizzly-man,documentary film
groundhog-day,comedy drama
groundhog-day,comedy film
groundhog-day,fantasy film
groundhog-day,magic realist film
groundhog-day,melodrama
groundhog-day,romance film
groundhog-day,romantic comedy
groundhog-day,science fiction film
gummo,drama film
gummo,LGBTQ-related film
gummo,teen film
guy-and-madeline-on-a-park-bench,drama film
guy-and-madeline-on-a-park-bench,musical film
hadestown-the-musical,musical film
hadewijch,drama film
hairspray,drama film
hairspray,musical film
hairspray,romantic comedy
hairspray,teen film
hale-county-this-morning-this-evening,documentary film
half-baked,comedy film
half-baked,crime film
half-nelson,drama film
half-nelson,social problem film
half-nelson,white savior film
halloween-1978,crime drama film
halloween-1978,crime film
halloween-1978,crime thriller film
halloween-1978,drama film
halloween-1978,horror film
halloween-1978,independent film
halloween-1978,mystery film
halloween-1978,slasher film
halloween-1978,teen film
halloween-1978,teen horror film
halloween-1978,thriller film
halloween-4-the-return-of-michael-myers,horror film
halloween-4-the-return-of-michael-myers,slasher film
halloween-h20-20-years-later,horror film
halloween-h20-20-years-later,slasher film
halloween-h20-20-years-later,thriller film
halloween-ii,horror film
halloween-ii,slasher film
halloween-iii-season-of-the-witch,horror film
halloween-iii-season-of-the-witch,science fiction film
hamilton-2020,action film
hamilton-2020,thriller film
hamlet-1969,silent film
hamnet,biographical film
hamnet,drama film
hamnet,period drama film
hancock,action film
hancock,comedy film
hancock,drama film
hancock,fantasy film
hancock,science fiction film
hancock,superhero film
hanna,action film
hanna,girls with guns
hanna,survival film
hanna,thriller film
hannah-and-her-sisters,drama film
hannah-and-her-sisters,romantic comedy
hannah-montana-the-movie,comedy drama
hannah-montana-the-movie,comedy film
hannah-montana-the-movie,musical film
hannah-montana-the-movie,romantic comedy film
hannah-montana-the-movie,teen film
hannibal,biographical film
hannibal,drama film
hannibal,sword-and-sandal film
happiness,comedy drama
happiness,silent film
happy-as-lazzaro,drama film
happy-as-lazzaro,fantasy film
happy-as-lazzaro,tragicomedy
happy-feet,adventure film
happy-feet,buddy film
happy-feet,comedy film
happy-feet,family film
happy-feet,musical film
happy-go-lucky,musical film
happy-together,romantic comedy
harakiri,drama film
harakiri,silent film
hard-boiled,comedy film
hard-eight,crime film
hard-eight,drama film
hard-eight,neo-noir
hard-to-be-a-god,action film
hard-to-be-a-god,adventure film
hard-to-be-a-god,science fiction film
hard-truths-2024,drama film
harold-kumar-escape-from-guantanamo-bay,buddy film
harold-kumar-escape-from-guantanamo-bay,comedy film
harold-kumar-escape-from-guantanamo-bay,LGBTQ-related film
harold-kumar-go-to-white-castle,buddy film
harold-kumar-go-to-white-castle,comedy film
harry-brown,crime film
harry-brown,drama film
harry-brown,neo-noir
harry-potter-and-the-deathly-hallows-part-2,adventure film
harry-potter-and-the-deathly-hallows-part-2,fantasy film
harry-potter-and-the-goblet-of-fire,adventure film
harry-potter-and-the-goblet-of-fire,children's film
harry-potter-and-the-goblet-of-fire,fantasy film
harry-potter-and-the-order-of-the-phoenix,family film
harry-potter-and-the-order-of-the-phoenix,fantasy film
